ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
20209,Ricardo Costa,39,73,Portugal,Boavista FC,73,CB,CB,73,Boavista FC 2019 ~ 2023,"6'0""",176lbs,Right,0,"Jul 1, 2019",,€550K,€5K,€1.2M,2019 ~ 2023,Male
20289,Y. Touré,35,80,Ivory Coast,Olympiacos CFP,78,CM,CM CDM,80,Olympiacos CFP 2018 ~ 2019,"6'3""",203lbs,Right,0,"Sep 2, 2018",,€6M,€2K,€12.6M,2018 ~ 2019,Male
20556,Alan,36,74,Brazil,SC Braga,75,CAM,,74,SC Braga 2008 ~ 2017,"5'11""",154lbs,Right,0,"Jul 1, 2008",,€275K,€10K,€0,2008 ~ 2017,Male
20775,Quaresma,36,79,Portugal,Vitória Guimarães,79,RM,RM LM,79,Vitória Guimarães 2020 ~ 2022,"5'9""",148lbs,Right,0,"Sep 7, 2020",,€4.2M,€11K,€8.8M,2020 ~ 2022,Male
20800,Danny,34,76,Portugal,Clube Sport Marítimo,75,CAM,CAM LM,76,Clube Sport Marítimo 2018 ~ 2020,"5'10""",150lbs,Right,0,"Jul 22, 2018",,€3.9M,€10K,€8.2M,2018 ~ 2020,Male
20801,Cristiano Ronaldo,35,92,Portugal,Juventus,92,ST,ST LW,92,Juventus 2018 ~ 2022,"6'2""",183lbs,Right,0,"Jul 10, 2018",,€46M,€220K,€75.9M,2018 ~ 2022,Male
20882,A. Frei,32,77,Switzerland,FC Basel 1893,76,ST,,77,FC Basel 1893 2007 ~ 2015,"5'11""",163lbs,Right,0,"Jan 1, 2007",,€2.8M,€40K,€0,2007 ~ 2015,Male
21146,M. Carrick,35,79,England,Manchester United,78,CM,CDM,79,Manchester United 2006 ~ 2018,"6'2""",163lbs,Right,0,"Aug 31, 2006",,€3M,€90K,€5.5M,2006 ~ 2018,Male
21570,Rogério Ceni,40,75,Brazil,São Paulo,75,GK,GK,75,São Paulo 1992 ~ 2014,"6'2""",194lbs,Right,0,"Jan 1, 1992",,€0,€30K,€0,1992 ~ 2014,Male
22391,R. Cretaro,38,56,Republic of Ireland,Finn Harps,56,CF,CF CAM ST,56,Finn Harps 2018 ~ 2020,"5'5""",141lbs,Right,0,"Dec 14, 2018",,€30K,€500,€47K,2018 ~ 2020,Male
23015,L. Toni,38,76,Italy,Hellas Verona,75,ST,ST,76,Hellas Verona 2013 ~ 2016,"6'4""",194lbs,Right,0,"Jul 5, 2013",,€650K,€40K,€0,2013 ~ 2016,Male
23174,J. Riquelme,35,79,Argentina,Boca Juniors,78,CAM,CAM,79,Boca Juniors 2007 ~ 2014,"6'0""",174lbs,Right,0,"Nov 1, 2007",,€2.5M,€80K,€0,2007 ~ 2014,Male
23312,J. De Guzmán,34,64,Canada,Canada,64,CDM,,64,Canada Free,"5'7""",150lbs,Right,0,"Mar 27, 2015",,€0,€0,€0,Free,Male
23330,M. Bordon,33,82,Brazil,FC Schalke 04,83,CB,CB,84,FC Schalke 04 2011,"6'2""",198lbs,Left,2,,,€0,€0,€0,2011,Male
23461,W. Samuel,37,74,Argentina,FC Basel 1893,74,CB,CB,74,FC Basel 1893 2014 ~ 2016,"6'0""",179lbs,Left,0,"Jul 23, 2014",,€0,€40K,€0,2014 ~ 2016,Male
23466,R. Taylor,33,67,England,Fleetwood Town,69,CDM,,67,Fleetwood Town 2018 ~ 2019,"5'10""",154lbs,Right,0,"Sep 23, 2018",,€300K,€4K,€508K,2018 ~ 2019,Male
23972,Dédé,32,75,Brazil,Borussia Dortmund,77,LM,,82,Borussia Dortmund 1998 ~ 2011,"5'9""",152lbs,Left,7,"Jan 1, 1998",,€0,€0,€0,1998 ~ 2011,Male
24248,D. Pizarro,38,73,Chile,Universidad de Chile,72,CM,CM CDM,73,Universidad de Chile 2017 ~ 2018,"5'7""",143lbs,Right,0,"Jan 31, 2017",,€1M,€8K,€1.8M,2017 ~ 2018,Male
24438,M. Yepes,39,74,Colombia,San Lorenzo de Almagro,74,CB,CB,74,San Lorenzo de Almagro 2014 ~ 2015,"6'1""",183lbs,Left,0,"Sep 12, 2014",,€0,€40K,€0,2014 ~ 2015,Male
24851,O. Mellberg,35,74,Sweden,FC København,74,CB,,74,FC København 2013 ~ 2015,"6'2""",183lbs,Right,0,"Jul 9, 2013",,€300K,€45K,€0,2013 ~ 2015,Male
25420,C. Pizarro,40,74,Peru,SV Werder Bremen,74,ST,ST,74,SV Werder Bremen 2018 ~ 2020,"6'0""",185lbs,Right,0,"Jul 29, 2018",,€0,€19K,€0,2018 ~ 2020,Male
25798,R. Santa Cruz,38,73,Paraguay,Olimpia Asunción,73,ST,ST,73,Olimpia Asunción 2016 ~ 2023,"6'2""",176lbs,Right,0,"Jun 17, 2016",,€1.4M,€500,€3.1M,2016 ~ 2023,Male
25924,Capdevila,36,69,Spain,Lierse SK,70,CDM,LB,69,Lierse SK 2015 ~ 2015,"6'0""",172lbs,Left,0,"Jan 22, 2015",,€0,€6K,€0,2015 ~ 2015,Male
26709,R. Márquez,38,73,Mexico,Club Atlas,72,CB,CB CDM,73,Club Atlas 2016 ~ 2020,"6'0""",165lbs,Right,0,"Jan 1, 2016",,€275K,€15K,€935K,2016 ~ 2020,Male
26992,S. Distin,37,77,France,Bournemouth,77,CB,,77,Bournemouth 2015 ~ 2016,"6'4""",194lbs,Left,0,"Jul 1, 2015",,€0,€30K,€0,2015 ~ 2016,Male
28130,Ronaldinho,34,78,Brazil,Querétaro,77,CAM,CAM ST,78,Querétaro 2014 ~ 2016,"6'0""",168lbs,Right,0,"Sep 6, 2014",,€4.1M,€45K,€0,2014 ~ 2016,Male
28735,J. Krzynówek,33,72,Poland,Hannover 96,75,CF,LM,79,Hannover 96 2010,"5'10""",161lbs,Left,7,,,€0,€0,€0,2010,Male
28765,Zé Roberto,40,74,Brazil,Palmeiras,74,CAM,CAM LB,74,Palmeiras 2015 ~ 2016,"5'8""",159lbs,Left,0,"Jan 1, 2015",,€0,€35K,€0,2015 ~ 2016,Male
29118,S. Ono,38,54,Japan,Hokkaido Consadole Sapporo,55,CAM,CM CAM RM CDM,54,Hokkaido Consadole Sapporo 2014 ~ 2021,"5'9""",168lbs,Right,0,"Jun 1, 2014",,€15K,€1K,€25K,2014 ~ 2021,Male
29161,B. Kouassi,33,62,Ivory Coast,Angers SCO,62,CB,,68,Angers SCO 2009,"6'2""",165lbs,Left,6,,,€0,€0,€0,2009,Male
29552,S. Nakamura,42,65,Japan,Yokohama FC,65,CAM,CAM CF RW,65,Yokohama FC 2019 ~ 2021,"5'10""",157lbs,Left,0,"Jul 15, 2019",,€0,€1K,€0,2019 ~ 2021,Male
30110,D. Berbatov,34,80,Bulgaria,PAOK,79,ST,ST CAM,80,PAOK 2015 ~ 2016,"6'2""",165lbs,Right,0,"Sep 2, 2015",,€7.5M,€50K,€0,2015 ~ 2016,Male
30540,H. Sarpei,35,68,Ghana,FC Schalke 04,70,CB,,68,FC Schalke 04 2010 ~ 2012,"5'10""",161lbs,Right,0,"Jan 1, 2010",,€80K,€4K,€0,2010 ~ 2012,Male
31432,D. Drogba,38,81,Ivory Coast,,79,ST,ST,81,Ivory Coast Free,"6'2""",176lbs,Right,0,"Jul 27, 2015",,€0,€0,€0,Ivory Coast Free,Male
31831,K. Källström,34,77,Sweden,Djurgårdens IF,76,CM,,77,Djurgårdens IF 2017 ~ 2020,"6'1""",183lbs,Left,0,"Feb 10, 2017",,€4.3M,€10K,€5.4M,2017 ~ 2020,Male
34079,A. Cole,37,70,England,Derby County,69,CDM,LB,70,Derby County 2019 ~ 2019,"5'9""",146lbs,Left,0,"Jan 21, 2019",,€80K,€15K,€380K,2019 ~ 2019,Male
34373,A. Thompson,36,63,Australia,Melbourne Victory,66,RW,,63,Melbourne Victory 2005 ~ 2016,"5'9""",154lbs,Right,0,"Aug 1, 2005",,€25K,€5K,€0,2005 ~ 2016,Male
34824,A. Floro Flores,34,72,Italy,Chievo Verona,67,CAM,,72,"Bari Jun 30, 2018 On Loan","6'0""",172lbs,Right,0,"Jul 1, 2016","Jun 30, 2018",€400K,€6K,€0,"Bari Jun 30, 2018 On Loan",Male
35713,J. Yobo,32,74,Nigeria,Fenerbahçe SK,73,CB,,74,Norwich City 2012 ~ 2015,"6'2""",168lbs,Right,0,"Aug 4, 2012",,€1.1M,€45K,€0,Norwich City 2012 ~ 2015,Male
36111,K. Beckerman,38,68,United States,Real Salt Lake,68,CDM,CDM CM,68,Real Salt Lake 2007 ~ 2020,"5'10""",154lbs,Right,0,"Jul 16, 2007",,€190K,€2K,€276K,2007 ~ 2020,Male
37576,Ronaldo,33,77,Brazil,Corinthians,80,CAM,ST,91,Corinthians 2009 ~ 2012,"6'0""",209lbs,Right,14,"Jan 1, 2009",,€0,€0,€0,2009 ~ 2012,Male
39386,D. Beasley,37,68,United States,Houston Dynamo,67,LWB,LB,68,Houston Dynamo 2014 ~ 2023,"5'8""",146lbs,Left,0,"Jul 23, 2014",,€100K,€3K,€232K,2014 ~ 2023,Male
39943,J. Park,32,78,Korea Republic,PSV,77,CAM,CAM RW,78,"PSV Jun 30, 2014 On Loan","5'10""",161lbs,Right,0,"Jul 1, 2012","Jun 30, 2014",€4.1M,€80K,€0,"Jun 30, 2014 On Loan",Male
40702,Edmilson,34,68,Brazil,Ceará Sporting Club,68,CDM,,68,Ceará Sporting Club 2011 ~ 2014,"6'1""",165lbs,Right,0,"Jan 1, 2011",,€100K,€3K,€0,2011 ~ 2014,Male
40898,S. Govou,32,69,France,Évian Thonon Gaillard FC,69,CAM,,69,Évian Thonon Gaillard FC 2011 ~ 2013,"5'10""",170lbs,Right,0,"Jan 1, 2011",,€400K,€5K,€0,2011 ~ 2013,Male
40900,S. Diawara,35,73,Senegal,OGC Nice,72,CB,CB,73,OGC Nice 2014 ~ 2018,"6'2""",194lbs,Right,0,"Aug 5, 2014",,€400K,€25K,€0,2014 ~ 2018,Male
41233,S. Ameobi,35,64,Nigeria,Notts County,63,ST,ST,64,Notts County 2017 ~ 2018,"6'3""",209lbs,Right,0,"Feb 6, 2017",,€210K,€5K,€368K,2017 ~ 2018,Male
41236,Z. Ibrahimović,38,83,Sweden,Milan,83,ST,ST,83,Milan 2020 ~ 2021,"6'5""",209lbs,Right,0,"Jan 2, 2020",,€9.5M,€49K,€16.2M,2020 ~ 2021,Male
41635,P. Mexès,33,77,France,Milan,77,CB,CB,77,Milan 2011 ~ 2016,"6'2""",181lbs,Right,0,"Jul 1, 2011",,€3.1M,€60K,€0,2011 ~ 2016,Male
41734,B. Cheyrou,36,68,France,Toronto FC,67,CDM,CM CDM,68,Toronto FC 2017 ~ 2017,"6'0""",174lbs,Left,0,"Feb 1, 2017",,€275K,€4K,€420K,2017 ~ 2017,Male
41784,M. Niang,34,67,Senegal,AC Arles Avignon,67,RW,ST,67,AC Arles Avignon 2014 ~ 2016,"5'10""",176lbs,Right,0,"Sep 1, 2014",,€375K,€8K,€0,2014 ~ 2016,Male
44897,J. Dudek,37,72,Poland,Real Madrid,72,GK,,82,Real Madrid 2007 ~ 2011,"6'2""",172lbs,Left,10,"Jan 1, 2007",,€0,€0,€0,2007 ~ 2011,Male
45074,J. McFadden,33,66,Scotland,Motherwell,66,CAM,ST CAM,66,Motherwell 2015 ~ 2022,"5'10""",172lbs,Left,0,"Dec 18, 2015",,€425K,€3K,€0,2015 ~ 2022,Male
45119,Mikel Arteta,33,78,Spain,Arsenal,77,CM,CM CDM,78,Arsenal 2011 ~ 2016,"5'9""",141lbs,Right,0,"Aug 31, 2011",,€5M,€70K,€0,2011 ~ 2016,Male
45186,Joaquín,38,80,Spain,Real Betis,81,CAM,LM RM,80,Real Betis 2015 ~ 2021,"5'10""",165lbs,Right,0,"Sep 1, 2015",,€5M,€22K,€10.5M,2015 ~ 2021,Male
45197,Xabi Alonso,34,82,Spain,FC Bayern München,82,CM,CDM CM,82,FC Bayern München 2014 ~ 2017,"6'0""",176lbs,Right,0,"Aug 29, 2014",,€6M,€100K,€0,2014 ~ 2017,Male
45472,A. Hleb,35,74,Belarus,Krylya Sovetov Samara,73,CAM,CAM LW,74,Krylya Sovetov Samara 2017 ~ 2017,"6'1""",161lbs,Right,0,"Feb 15, 2017",,€1.3M,€20K,€0,2017 ~ 2017,Male
45534,M. Antonsson,36,66,Sweden,FC København,65,CB,,66,FC København 2014 ~ 2018,"6'2""",176lbs,Right,0,"Jul 28, 2014",,€90K,€4K,€117K,2014 ~ 2018,Male
45574,R. van der Vaart,35,67,Netherlands,Esbjerg fB,67,CAM,CM,67,Esbjerg fB 2018 ~ 2019,"5'9""",163lbs,Left,0,"Aug 4, 2018",,€325K,€3K,€406K,2018 ~ 2019,Male
45595,D. Bonera,37,75,Italy,Villarreal CF,74,CB,,75,Villarreal CF 2015 ~ 2019,"6'0""",185lbs,Right,0,"Aug 31, 2015",,€450K,€20K,€1.9M,2015 ~ 2019,Male
45605,M. Brighi,37,69,Italy,Empoli,68,CM,CM CDM,69,Empoli 2018 ~ 2019,"5'10""",170lbs,Right,0,"Jan 24, 2018",,€275K,€6K,€585K,2018 ~ 2019,Male
45609,D. Bierofka,34,64,Germany,TSV 1860 München,65,CAM,,64,TSV 1860 München 2007 ~ 2014,"5'10""",165lbs,Right,0,"Jul 1, 2007",,€50K,€4K,€0,2007 ~ 2014,Male
45661,Raúl,34,81,Spain,FC Schalke 04,81,CAM,CF ST CAM,81,FC Schalke 04 2010 ~ 2012,"5'11""",150lbs,Left,0,"Jan 1, 2010",,€4.3M,€50K,€0,2010 ~ 2012,Male
45674,M. Essien,33,74,Ghana,Panathinaikos FC,72,CDM,CDM CM,74,Panathinaikos FC 2015 ~ 2017,"5'10""",187lbs,Right,0,"Jul 1, 2015",,€1.5M,€2K,€0,2015 ~ 2017,Male
45707,M. Zidan,29,75,Egypt,1. FSV Mainz 05,77,RW,,75,1. FSV Mainz 05 2012 ~ 2012,"5'8""",157lbs,Right,0,"Jan 1, 2012",,€2.4M,€10K,€0,2012 ~ 2012,Male
45842,J. Olsson,35,68,Sweden,Wigan Athletic,67,CB,CB,68,Wigan Athletic 2019 ~ 2019,"6'4""",185lbs,Left,0,"Feb 1, 2019",,€210K,€15K,€399K,2019 ~ 2019,Male
46175,M. Rosenberg,36,72,Sweden,Malmö FF,71,ST,ST,72,Malmö FF 2014 ~ 2020,"6'0""",179lbs,Right,0,"Feb 5, 2014",,€1.1M,€6K,€1.4M,2014 ~ 2020,Male
46590,C. Samba,33,71,Congo,Aston Villa,70,CB,,71,Aston Villa 2017 ~ 2021,"6'5""",220lbs,Right,0,"Jul 20, 2017",,€950K,€20K,€1.8M,2017 ~ 2021,Male
46736,E. Moretti,37,75,Italy,Torino,74,CB,,75,Torino 2013 ~ 2019,"6'0""",170lbs,Left,0,"Jul 11, 2013",,€450K,€20K,€1.5M,2013 ~ 2019,Male
46815,B. Hangeland,34,72,Norway,Crystal Palace,72,CB,CB,72,Crystal Palace 2014 ~ 2016,"6'5""",203lbs,Right,0,"Aug 1, 2014",,€650K,€15K,€0,2014 ~ 2016,Male
46857,M. Pedersen,37,68,Norway,Tromsø IL,68,CM,CM,68,Tromsø IL 2016 ~ 2023,"6'0""",163lbs,Left,0,"Feb 9, 2016",,€275K,€2K,€344K,2016 ~ 2023,Male
47176,D. Mobaeck,35,60,Sweden,IF Elfsborg,60,CB,,60,IF Elfsborg 2005 ~ 2020,"6'0""",174lbs,Right,0,"Jan 1, 2005",,€30K,€2K,€0,2005 ~ 2020,Male
47201,S. Proto,37,75,Belgium,Lazio,75,GK,GK,75,Lazio 2018 ~ 2021,"6'0""",163lbs,Right,0,"Jul 4, 2018",,€675K,€22K,€1.1M,2018 ~ 2021,Male
47390,Gilberto Silva,36,73,Brazil,Atlético Mineiro,73,CB,CB,73,Atlético Mineiro 2013 ~ 2013,"6'0""",163lbs,Right,0,"Jan 1, 2013",,€0,€35K,€0,2013 ~ 2013,Male
48717,Júlio César,37,80,Brazil,SL Benfica,78,GK,,80,SL Benfica 2014 ~ 2018,"6'1""",174lbs,Left,0,"Aug 19, 2014",,€1M,€9K,€2M,2014 ~ 2018,Male
48745,F. Coloccini,38,71,Argentina,San Lorenzo de Almagro,71,CB,CB,71,San Lorenzo de Almagro 2016 ~ 2021,"6'0""",183lbs,Right,0,"Jul 6, 2016",,€475K,€9K,€713K,2016 ~ 2021,Male
48940,P. Čech,36,81,Czech Republic,Arsenal,79,GK,GK,81,Arsenal 2015 ~ 2019,"6'5""",198lbs,Left,0,"Jun 29, 2015",,€2.4M,€60K,€4.6M,2015 ~ 2019,Male
49000,A. McGregor,38,74,Scotland,Rangers FC,74,GK,GK,74,Rangers FC 2018 ~ 2021,"6'0""",163lbs,Right,0,"Jul 1, 2018",,€575K,€21K,€1M,2018 ~ 2021,Male
49012,K. Kurányi,33,74,Germany,TSG 1899 Hoffenheim,74,ST,ST,74,TSG 1899 Hoffenheim 2015 ~ 2016,"6'3""",194lbs,Right,0,"Jul 24, 2015",,€2.3M,€25K,€0,2015 ~ 2016,Male
49036,S. Maloney,33,73,Scotland,Scotland,72,CAM,,73,Scotland Free,"5'7""",152lbs,Right,0,"Aug 27, 2015",,€0,€0,€0,Free,Male
49045,K. Boyd,34,70,Scotland,Kilmarnock,69,ST,ST,70,Kilmarnock 2015 ~ 2019,"6'1""",183lbs,Right,0,"Jul 1, 2015",,€925K,€6K,€1.6M,2015 ~ 2019,Male
49072,D. Forlán,35,78,Uruguay,Uruguay,80,CAM,ST,78,Uruguay Free,"5'11""",172lbs,Right,0,"Jan 22, 2014",,€0,€0,€0,Free,Male
49161,O. Deschacht,39,70,Belgium,SV Zulte-Waregem,70,CB,CB LB,70,SV Zulte-Waregem 2019 ~ 2021,"6'0""",179lbs,Left,0,"Jul 24, 2019",,€240K,€5K,€360K,2019 ~ 2021,Male
49204,Hugo Viana,29,78,Portugal,SC Braga,79,CAM,,78,SC Braga 2010 ~ 2013,"5'10""",163lbs,Left,0,"Jan 1, 2010",,€4.7M,€30K,€0,2010 ~ 2013,Male
49369,Fernando Torres,34,77,Spain,Sagan Tosu,76,ST,ST,77,Sagan Tosu 2018 ~ 2019,"6'1""",174lbs,Right,0,"Jul 16, 2018",,€4.7M,€8K,€5.8M,2018 ~ 2019,Male
49370,T. Motta,34,80,Italy,Paris Saint-Germain,78,CDM,CDM,80,Paris Saint-Germain 2012 ~ 2018,"6'2""",181lbs,Left,0,"Jan 1, 2012",,€4.5M,€80K,€8.3M,2012 ~ 2018,Male
49472,L. Butelle,37,73,France,Angers SCO,73,GK,GK,73,Angers SCO 2018 ~ 2021,"6'2""",185lbs,Left,0,"Jan 4, 2018",,€400K,€9K,€800K,2018 ~ 2021,Male
49674,Igor de Camargo,37,70,Belgium,KV Mechelen,70,ST,,70,KV Mechelen 2018 ~ 2021,"6'2""",187lbs,Right,0,"Jul 1, 2018",,€625K,€7K,€938K,2018 ~ 2021,Male
49756,J. Poulsen,35,65,Denmark,Melbourne Victory,65,CM,,65,Melbourne Victory 2019 ~ 2020,"5'11""",165lbs,Right,0,"Sep 10, 2019",,€230K,€2K,€288K,2019 ~ 2020,Male
49966,P. Senderos,33,67,Switzerland,Houston Dynamo,66,CB,,67,Houston Dynamo 2017 ~ 2018,"6'2""",185lbs,Right,0,"Aug 7, 2017",,€300K,€3K,€450K,2017 ~ 2018,Male
50327,S. Pienaar,34,75,South Africa,Sunderland,75,CAM,,75,Sunderland 2016 ~ 2017,"5'7""",146lbs,Right,0,"Aug 19, 2016",,€2M,€40K,€0,2016 ~ 2017,Male
50530,K. Keller,41,69,United States,Seattle Sounders FC,69,GK,,69,Seattle Sounders FC 2008 ~ 2011,"6'2""",190lbs,Right,0,"Jan 1, 2008",,€0,€2K,€0,2008 ~ 2011,Male
50542,J. Defoe,37,73,England,Rangers FC,73,ST,ST,73,Rangers FC 2020 ~ 2021,"5'7""",143lbs,Right,0,"Jul 1, 2020",,€1.4M,€33K,€2.5M,2020 ~ 2021,Male
50598,D. Bent,33,70,England,Burton Albion,69,ST,ST,70,"Burton Albion Jun 30, 2018 On Loan","5'11""",161lbs,Right,0,"Jul 1, 2015","Jun 30, 2018",€1.1M,€10K,€0,"Jun 30, 2018 On Loan",Male
50632,P. Clarke,38,63,England,Tranmere Rovers,63,CB,,63,Tranmere Rovers 2020 ~ 2021,"6'0""",183lbs,Right,0,"Jan 1, 2020",,€70K,€2K,€123K,2020 ~ 2021,Male
50752,L. King,30,82,England,Tottenham Hotspur,81,CB,,82,Tottenham Hotspur 1998 ~ 2012,"6'2""",190lbs,Right,0,"Jan 1, 1998",,€7M,€60K,€0,1998 ~ 2012,Male
50763,S. Harper,40,69,England,Sunderland,69,GK,,69,Sunderland 2016 ~ 2016,"6'2""",201lbs,Right,0,"Jan 22, 2016",,€170K,€4K,€0,2016 ~ 2016,Male
50955,J. Cavalli,37,67,France,AC Ajaccio,67,CAM,,67,AC Ajaccio 2010 ~ 2020,"5'7""",143lbs,Left,0,"Nov 26, 2010",,€250K,€2K,€438K,2010 ~ 2020,Male
51003,S. Cherundolo,34,73,United States,Hannover 96,73,RB,RB,73,Hannover 96 1999 ~ 2014,"5'8""",152lbs,Right,0,"Jan 1, 1999",,€400K,€25K,€0,1999 ~ 2014,Male
51257,P. Crouch,37,72,England,Burnley,71,ST,ST,72,Burnley 2019 ~ 2019,"6'7""",165lbs,Right,0,"Jan 31, 2019",,€900K,€30K,€2.1M,2019 ~ 2019,Male
51261,B. Myhill,35,70,Wales,West Bromwich Albion,69,GK,GK,70,West Bromwich Albion 2010 ~ 2019,"6'3""",203lbs,Right,0,"Jul 30, 2010",,€425K,€9K,€808K,2010 ~ 2019,Male
51412,T. Cahill,37,70,Australia,Millwall,73,ST,CAM ST CM,70,Millwall 2018 ~ 2018,"5'10""",141lbs,Right,0,"Jan 29, 2018",,€475K,€20K,€1.1M,2018 ~ 2018,Male
51539,E. van der Sar,39,83,Netherlands,Manchester United,83,GK,GK,87,Manchester United 2005 ~ 2011,"6'6""",196lbs,Right,4,"Jan 1, 2005",,€0,€0,€0,2005 ~ 2011,Male
51694,H. Opdal,38,65,Norway,SK Brann,65,GK,GK,65,SK Brann 2019 ~ 2020,"6'2""",201lbs,Right,0,"Jan 12, 2019",,€50K,€750,€63K,2019 ~ 2020,Male
51887,A. Le Tallec,34,65,France,US Orléans Loiret Football,64,ST,,65,US Orléans Loiret Football 2018 ~ 2020,"6'1""",161lbs,Right,0,"Jan 5, 2018",,€275K,€3K,€490K,2018 ~ 2020,Male
52058,M. Diarra,32,75,Mali,Fulham,77,CB,,75,Fulham 2014 ~ 2014,"6'0""",181lbs,Right,0,"Mar 26, 2014",,€850K,€30K,€0,2014 ~ 2014,Male
52091,P. Evra,36,75,France,West Ham United,75,CB,LB,75,West Ham United 2018 ~ 2018,"5'9""",165lbs,Left,0,"Feb 7, 2018",,€775K,€50K,€1.5M,2018 ~ 2018,Male
52126,F. Balmont,39,68,France,Dijon FCO,70,CDM,,68,Dijon FCO 2016 ~ 2020,"5'6""",159lbs,Right,0,"Jul 8, 2016",,€220K,€4K,€440K,2016 ~ 2020,Male
52270,H. Westermann,33,71,Germany,FK Austria Wien,70,CB,,71,FK Austria Wien 2017 ~ 2019,"6'3""",192lbs,Left,0,"Jul 3, 2017",,€950K,€15K,€1.4M,2017 ~ 2019,Male
52306,C. Brunt,35,67,Northern Ireland,Bristol City,67,CM,CM CDM,67,Bristol City 2020 ~ 2021,"6'1""",185lbs,Left,0,"Sep 7, 2020",,€325K,€11K,€618K,2020 ~ 2021,Male
52326,E. Jakupović,35,66,Switzerland,Leicester City,66,GK,GK,66,Leicester City 2017 ~ 2021,"6'3""",187lbs,Right,0,"Jul 19, 2017",,€170K,€9K,€323K,2017 ~ 2021,Male
52340,M. Marić,36,66,Switzerland,FC Lugano,66,CB,CB,66,FC Lugano 2018 ~ 2021,"6'2""",183lbs,Right,0,"Aug 22, 2018",,€130K,€2K,€189K,2018 ~ 2021,Male
52582,R. Reçber,37,73,Turkey,Beşiktaş JK,73,GK,GK,82,Beşiktaş JK 2007 ~ 2012,"6'2""",168lbs,Right,9,"Jan 1, 2007",,€0,€0,€0,2007 ~ 2012,Male
52737,D. Murphy,29,69,England,Birmingham City,70,LWB,,69,Birmingham City 2008 ~ 2014,"6'0""",185lbs,Left,0,"Jan 1, 2008",,€450K,€7K,€0,2008 ~ 2014,Male
52797,C. Ledesma,34,71,Italy,FC Lugano,74,CM,,71,FC Lugano 2017 ~ 2018,"5'11""",172lbs,Right,0,"Aug 22, 2017",,€725K,€7K,€1.1M,2017 ~ 2018,Male
52935,C. Natali,35,74,Italy,Sassuolo,74,CB,CB,74,Sassuolo 2015 ~ 2015,"6'4""",196lbs,Right,0,"Mar 3, 2015",,€550K,€25K,€0,2015 ~ 2015,Male
53009,B. Lauth,31,69,Germany,TSV 1860 München,69,ST,,69,TSV 1860 München 2008 ~ 2014,"5'10""",165lbs,Right,0,"Jul 1, 2008",,€575K,€9K,€0,2008 ~ 2014,Male
53012,T. Wiese,33,68,Germany,TSG 1899 Hoffenheim,68,GK,,68,TSG 1899 Hoffenheim 2012 ~ 2016,"6'4""",243lbs,Right,0,"Jun 1, 2012",,€625K,€6K,€0,2012 ~ 2016,Male
53014,Fernando Navarro,35,74,Spain,Deportivo de La Coruña,75,CB,LB,74,Deportivo de La Coruña 2015 ~ 2018,"5'10""",150lbs,Left,0,"Jul 1, 2015",,€1.2M,€15K,€2.6M,2015 ~ 2018,Male
53050,E. Adebayor,35,74,Togo,Olimpia Asunción,74,ST,ST,74,Olimpia Asunción 2020 ~ 2020,"6'4""",181lbs,Right,0,"Feb 12, 2020",,€2.6M,€500,€5.7M,2020 ~ 2020,Male
53055,M. Ambrosini,36,74,Italy,Fiorentina,78,CB,,74,Fiorentina 2013 ~ 2014,"6'0""",159lbs,Right,0,"Jul 4, 2013",,€0,€35K,€0,2013 ~ 2014,Male
53110,C. Gordon,36,71,Scotland,Celtic,71,GK,GK,71,Celtic 2014 ~ 2020,"6'4""",183lbs,Left,0,"Jul 3, 2014",,€400K,€15K,€720K,2014 ~ 2020,Male
53116,F. Miccoli,33,81,Italy,Palermo,82,CAM,ST CF,81,Palermo 2007 ~ 2013,"5'6""",161lbs,Right,0,"Jul 1, 2007",,€5M,€40K,€0,2007 ~ 2013,Male
53302,D. De Rossi,35,82,Italy,Boca Juniors,82,CB,CDM,82,Boca Juniors 2019 ~ 2020,"6'0""",183lbs,Right,0,"Jul 26, 2019",,€7M,€20K,€9.8M,2019 ~ 2020,Male
53352,D. Bulman,41,60,England,Crawley Town,63,CDM,CM CDM,60,Crawley Town 2017 ~ 2021,"5'9""",165lbs,Right,0,"Jul 1, 2017",,€0,€1K,€0,2017 ~ 2021,Male
53405,Maxwell,34,79,Brazil,Paris Saint-Germain,79,LWB,LB,79,Paris Saint-Germain 2012 ~ 2017,"5'9""",161lbs,Left,0,"Jan 1, 2012",,€2.9M,€80K,€0,2012 ~ 2017,Male
53412,A. Ferdid,33,63,England,St. Mirren,62,CB,,63,St. Mirren 2018 ~ 2019,"6'0""",157lbs,Right,0,"Sep 14, 2018",,€150K,€2K,€263K,2018 ~ 2019,Male
53466,C. Palmer,29,59,England,Burton Albion,59,LM,,59,Burton Albion 2011 ~ 2013,"5'7""",154lbs,Left,0,"Jun 1, 2011",,€80K,€0,€0,2011 ~ 2013,Male
53578,N. de Jong,32,74,Netherlands,1. FSV Mainz 05,73,CDM,CDM CM,74,1. FSV Mainz 05 2018 ~ 2018,"5'9""",159lbs,Right,0,"Jan 5, 2018",,€3.2M,€20K,€5.5M,2018 ~ 2018,Male
